advertiser_id,advertiser_name,total_spend_usd,total_creatives,maximum_impressions,total_day
AR10560655940355358721,SUMMER LEE FOR CONGRESS,16900,6,445000,59
AR10561416527523872769,VAUS FOR SUPERVISOR 2020,5500,2,225000,59
AR10561919279215673345,KURLAND 23,8100,25,87000,450
AR10564759042872311809,J D PRESCOTT FOR STATE REPRESENTATIVE,400,1,2000,49
AR10565920127151243265,BRADY CAMPAIGN TO PREVENT GUN VIOLENCE,500,1,1000,1
AR10567548778749886465,Friends of Greg Rothman,11300,6,758000,230
AR10570423726778613761,ALEX FOR AZ,6700,9,30000,206
AR10574927326405984257,MONTANA CONSERVATION VOTERS ACTION FUND,6500,6,172000,116
AR10583934525660725249,CHRIS BELL FOR SENATE,5900,5,45000,130
AR10587677538119581697,Levi Leatherberry,5400,13,291000,44
AR10592941724915466241,CHIP LAMARCA,3300,13,165000,91
AR10594570376514109441,HWANG4SENATE,4800,3,80000,426
AR10597445324542836737,IGN ENTERTAINMENT INC.,37500,2,2310000,13
AR10601948924170207233,COMMITTEE TO ELECT RACHEL PRUSAK,13600,14,591000,206
AR10602314236908535809,KIGGANS FOR CONGRESS,9100,8,53000,523
AR10602939584146833409,NATALIA LINOS FOR CONGRESS,16900,19,987000,69
AR10606452523797577729,YOST FOR OHIO,22300,22,614000,592
AR10610111698494816257,"KUSTER FOR CONGRESS, INC",102000,122,5106000,1764
AR10610755187674972161,DONALD POMEROY COMMITTEE,700,3,8000,15
AR10613710674930434049,PRIORITIES USA ACTION,7952300,4236,264100000,80895
AR10615459723052318721,DR JIM MAXWELL FOR CONGRESS,12700,44,1528000,503
AR10618802238400757761,Mallory Staples for Congress,17600,2,75000,76
AR10624466922307059713,DAVID ORTIZ FOR COLORADO,5700,45,176000,613
AR10628970521934430209,COMMITTEE TO ELECT LISA ZUKOFF,4500,73,402000,2144
AR10631222321748115457,MCGUIRE FOR ARIZONA,5100,1,15000,9
AR10633474121561800705,"ESV CREATIVE, LLC",3300,12,91000,91
AR10640732272694657025,SUSIE LEE FOR CONGRESS,88800,62,4340000,1990
AR10646140495513780225,CITIZENS FOR TURNER,16000,9,181000,360
AR10646984920443912193,MARICOPA COUNTY DEMOCRATIC PARTY,900,1,30000,20
AR10655992119698653185,REAGAN INVESTMENTS LLC,139900,298,170925000,3072
AR10656357432436981761,GEARING FOR TEXAS,24700,15,4280000,106
AR10664154894023262209,CITIZENS FOR MARK SHELDEN,7900,4,1275000,68
AR10664999318953394177,REBUILD MAINE,100,6,6000,26
AR10667616431505408001,Azrin Awal for Duluth,100,1,1000,5
AR10669502918580764673,ONEVIRGINIA2021 FOUNDATION,6900,3,10000,30
AR10672257470086250497,"EFSTRATION FOR HOUSE, INC.",6700,3,102000,65
AR10674006518208135169,DUFFY FOR WISCONSIN,600,1,3000,26
AR10675093935208005633,Hell's Kitchen Democrats,5500,20,78000,380
AR10678510117835505665,FRIENDS OF MATT DOLAN,19200,17,419000,405
AR10682169292532744193,LAROSE FOR OHIO,22500,30,329000,507
AR10685265517276561409,AMERICA FIRST POLICY INSTITUTE,157700,25,10757000,752
AR10687517317090246657,REPUBLICAN FEDERAL COMMITTEE OF PENNSYLVANIA,3200,10,251000,13
AR10692020916717617153,CARTER FOR JUDGE COMMITTEE,300,1,30000,7
AR10694638029269630977,Wallingford Democratic Town Committee,1600,19,133000,158
AR10700183691042226177,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,327600,91,18198000,508
AR10701028115972358145,FRIENDS OF JEFFREY A. CROSSMAN,1000,22,56000,358
AR10703279915786043393,David Miller for CalPERS Board 2021,2700,1,20000,30
AR10705531715599728641,MCDERMOTT FOR CONGRESS,11600,26,308000,1010
AR10705897028338057217,BETH VAN DUYNE FOR CONGRESS,2200,6,76000,141
AR10707160367198371841,MAXWELL RYMER,6500,2,21000,36
AR10711663966825742337,"WHERLEY, MICHELE FOR PA41",4100,4,122000,24
AR10714538914854469633,JUST THE TRUTH POLITICAL ACTION COMMITTEE,501300,166,65522000,3659
AR10717293466359955457,AMERICAN CIVIL LIBERTIES UNION OF NORTHERN CALIFORNIA (NONPROFIT 501 (C) (4)),6500,1,900000,12
AR10718198089551708161,Democratic Party of Illinois,3700,29,53000,779
AR10718326182656344065,Joseph Zahorik,100,2,2000,4
AR10719042514481840129,MUSLAND FOR HOUSE,100,5,73000,121
AR10723546114109210625,FRIENDS OF DEBBIE BOOTHE-SCHMIDT,52000,36,2466000,394
AR10724248702039359489,Michael Lynch for City Council 2022,1000,3,11000,36
AR10726163226661224449,FRIENDS OF CHRISTINE DRAZAN,37700,12,2447000,230
AR10727205288806449153,MARICOPA COUNTY LEGISLATIVE DISTRICT 18 DEMOCRATS,3600,5,169000,17
AR10728049713736581121,GREG FOR MONTANA,70600,119,4893000,3761
AR10731792726195437569,Kevin Smith for Senate,7300,2,16000,155
AR10732553313363951617,DALE STRONG FOR CONGRESS,5800,10,483000,309
AR10737056912991322113,ELECT SHEA STANFIELD,11900,2,110000,44
AR10741560512618692609,MELISSA MELENDEZ FOR SENATE 2020,2000,4,318000,46
AR10746064112246063105,MCCLELLAND CAMPAIGN COMMITTEE,1500,20,725000,304
AR10753322263378919425,CONSERVATIVES FOR TRUTH,2800,1,125000,6
AR10754226886570672129,"IVC MEDIA, LLC",50200,38,13833000,788
AR10755071311500804097,COLORADANS FOR COLORADO VALUES,8300,15,87000,270
AR10757323111314489345,INTELLISOFT DEVELOPMENT CORP,1900,11,553000,507
AR10759574911128174593,CHRIS LENGQUIST,200,3,3000,17
AR10767821523214401537,Aaron Storer,1100,1,2000,48
AR10768582110382915585,"FUTURE MAJORITY, INC.",61100,33,4502000,357
AR10773085710010286081,GREG RATHS FOR CONGRESS 2020,16300,27,1353000,841
AR10774714361608929281,ERVIN FOR AZ SENATE,12700,10,150000,264
AR10775337509823971329,"Patrick, Dan",7500,1,225000,84
AR10782092909265027073,BUDDY FOR NC,4700,17,59000,696
AR10785835921723883521,"34N22, INC.",2800,3,191000,21
AR10790255683589636097,COMMITTEE TO ELECT KRISTEN ARUTE,800,5,154000,80
AR10795603708147138561,FRIENDS FOR AVERY BOURNE,3200,4,137000,54
AR10800107307774509057,TENNESSEE REPUBLICAN PARTY FEDERAL ELECTION ACCOUNT,31900,35,1979000,622
AR10802861859279994881,FRIENDS OF DENYC BOLES,17200,13,481000,238
AR10808270082099118081,SWING LEFT,87500,84,651000,1116
AR10809114507029250049,VOTE VALUES,6300,3,231000,16
AR10813618106656620545,"BUILD BRIDGES, NOT WALLS OPPOSING REPUBLICAN KRISTIN GASPAR FOR SUPERVISOR 2020",37000,12,1416000,310
AR10814708822191374337,Wilson for Assembly 2022 - Special,7000,17,527000,204
AR10818121706283991041,"GROW LOUISIANA COALITION, INC.",100,1,1000,6
AR10822476871841611777,Robby Robbins,5800,1,30000,25
AR10822988694504341505,Cam Cavitt for State Representative,100,4,4000,31
AR10826284480608600065,WORKING MICHIGAN,8600,16,82000,122
AR10827128905538732033,BLACKCLOUD FOR IOWA HOUSE,17500,19,400000,108
AR10829380705352417281,NATIONAL RIFLE ASSOCIATION INSTITUTE FOR LEGISLATIVE ACTION,388000,2673,193794000,101933
AR10831632505166102529,FUSE WASHINGTON,87200,3640,4288000,29506
AR10832135256857903105,COMMITTEE TO RE-ELECT MCCORMICK COMMISSIONER,5200,130,723000,3105
AR10834975020514541569,DR JOHN JOYCE FOR CONGRESS,29000,64,655000,696
AR10836136104793473025,RED STATE POLITICS LLC,5400,12,77000,330
AR10840639704420843521,KIRK DEVIERE CAMPAIGN COMMITTTEE,7300,3,60000,189
AR10844298879118082049,FRIENDS OF JOHN DELANEY,205600,103,5799000,1967
AR10847395103861899265,MCCLELLAN FOR GOVERNOR,4900,6,14000,102
AR10849646903675584513,DUFFY FOR WISCONSIN,7900,19,59000,1134
AR10849654600256978945,PROGRESSNOW NEW MEXICO,12500,26,1100000,48
AR10854150503302955009,MATTHEW JEWELL CAMPAIGN,3300,1,200000,10
AR10855998782349246465,PANE FOR ASSEMBLY 2022; JOSH,26700,15,6954000,591
AR10857893515761811457,"SHEILA CHERFILUS MCCORMICK FOR CONGRESS, INC",6600,3,375000,54
AR10858654102930325505,THE COMMITTEE TO KEEP UP WITH JONES,6400,8,115000,258
AR10861996618278764545,JOHN DAMOOSE FOR STATE SENATE,2800,11,19000,271
AR10862313277627564033,CONTENT LLC,5100,2,2000,98
AR10867661302185066497,LIFTABLE MEDIA INC.,7400,22,6275000,867
AR10868560152940773377,BOB FOR GOVERNOR INC,6700,10,49000,70
AR10872164901812436993,"QUIBI HOLDINGS, LLC",130000,132,18640000,1708
AR10876668501439807489,ABBSON LLC,5500,12,629000,41
AR10880327676137046017,SAMUEL ANDERSON FOR ASSEMBLY,5200,3,945000,14
AR10880971165317201921,MEGAN FOR ARKANSAS,9200,7,1499000,641
AR10881172101067177985,"FUTURE PAC, HOUSE BUILDERS",2300,10,10000,111
AR10883423900880863233,FRIENDS OF NELLIE GORBEA,1000,7,7000,33
AR10885675700694548481,FRIENDS OF DR GREG BONNEN,100,1,1000,29
AR10890179300321918977,DIANA DEGETTE FOR CONGRESS,500,6,9000,216
AR10890544613060247553,RO FOR CONGRESS INC,7900,16,133000,72
AR10891670512967090177,MIKE FOR SC,1700,2,5000,95
AR10897437451454775297,AMERICA FIRST AGENDA PAC,20000,8,1605000,123
AR10898342074646528001,JOE MORELLE FOR CONGRESS,30300,57,1555000,1234
AR10899186499576659969,JORDAN NALLY FOR DELAWARE,400,8,32000,33
AR10903690099204030465,TED CRUZ FOR SENATE,454500,151,13540000,2531
AR10907349273901268993,BOUGHTON FOR GOVERNOR,7300,1,70000,41
AR10907433111662886913,Ron DeSantis For Governor,366300,187,13188000,3588
AR10908193698831400961,THE COMMONWEALTH INSTITUTE FOR FISCAL ANALYSIS,5800,8,165000,416
AR10911936711290257409,Equity PAC,3900,2,6000,8
AR10912697298458771457,DEBORAH PEOPLES FOR MAYOR,6600,3,340000,17
AR10916356473156009985,FRIENDS OF MONICA WALLACE,12100,4,76000,76
AR10917200898086141953,OLE NORTH STATE ASSOCIATES,14100,53,2948000,991
AR10919452697899827201,CHERI BEASLEY FOR NORTH CAROLINA,98700,40,310000,4443
AR10921704497713512449,SAHAK NALBANDYAN,3648900,628,351527000,41882
AR10926208097340882945,CRISTINA FOR TEXAS,5300,8,72000,36
AR10929550612689321985,Bill Foster for Congress Committee,5200,2,8000,206
AR10934370871665491969,FRIENDS OF MAYOR WINNECKE,900,1,1000,54
AR10935215296595623937,VISION CHARITABLE TRUST,3100,5,37000,67
AR10939718896222994433,NANCY BARTO FOR STATE SENATE 2020,3700,4,12000,154
AR10944222495850364929,MATTHEW SCHAUB,5200,5,117000,94
AR10945851147449008129,COMMITTEE TO ELECT CRAIG HALL,900,2,7000,94
AR10950781495026909185,THE CENTER FOR ORGANIZATIONAL RESEARCH AND EDUCATION,107600,7,4965000,92
AR10952385270174973953,MASON COMMITTEE,4500,7,300000,123
AR10953229695105105921,EASTMAN FOR CONGRESS,63200,26,3415000,369
AR10954563402709598209,Barry DiLibero,700,2,61000,4
AR10955481494918791169,COMMON SENSE NYC INC,21000,7,2374000,35
AR10957733294732476417,BEN MARCUS FOR STATE REPRESENTATIVE,200,8,13000,25
AR10962236894359846913,CITIZENS FOR EVELYN,1100,1,7000,147
AR10970399668684455937,DEFENDARIZONA,613800,107,21826000,850
AR10971244093614587905,SELMA CARD ROOM - YES ON MEASURE L,100,1,1000,4
AR10973495893428273153,JIM PILLEN FOR GOVERNOR,36100,26,3229000,1357
AR10975747693241958401,REVOLT MEDIA & TV LLC,69400,111,5293000,347
AR10979490705700814849,REPUBLICAN ADS LLC,5200,39,374000,346
AR10984754892496699393,NEWSOM FOR CALIFORNIA GOVERNOR 2022,2000,8,9000,32
AR10987765905089363969,JENNIFER LEEPER 2022,0,1,1000,1
AR10988414067193937921,WOMEN VOTE!,36700,7,1820000,55
AR10989258492124069889,DARROW FOR COUNCIL,4600,1,300000,43
AR10990048491228626945,SECUREAMERICANOW ORG,5100,1,40000,4
AR10993762091751440385,RICHARDS FOR CONGRESS,2200,3,400000,449
AR11000446022936690689,CONGRESSIONAL LEADERSHIP FUND,6400,2,290000,24
AR11002769291006181377,"THE LEAGUE OF WOMEN VOTERS OF KENTUCKY, INC.",100,1,1000,1
AR11006428465703419905,RE-ELECT TAMI Z FOR THE 61ST,1000,1,10000,41
AR11007272890633551873,FRIENDS OF JAIME CASTLE,27900,1,1250000,31
AR11009524690447237121,JACOBSON & ZILBER STRATEGIES LLC,2200,1,15000,250
AR11010027442139037697,MAX ROSE FOR CONGRESS,321900,220,15715000,2361
AR11011776490260922369,REP. LEE ZELDIN - U.S. HOUSE OF REPRESENTATIVES,9800,90,181000,3187
AR11015435664958160897,END CITIZENS UNITED NONFEDERAL,20000,26,1922000,461
AR11016280089888292865,DR CAMERON WEBB FOR CONGRESS,2400,5,7000,237
AR11017270749864919041,MARK DESNOYER,200,12,12000,60
AR11020783689515663361,AMERICANS KEEPING COUNTRY FIRST,2700,2,7000,39
AR11025287289143033857,US FUTURE FUND,600,2,18000,46
AR11026778501788205057,ALLIANCE FOR SOLAR CHOICE (THE),4300,8,312000,83
AR11029790888770404353,"AMERICAN CONSERVATION COALITION, INC.",700,1,7000,7
AR11033133404118843393,FRIENDS FOR MIKE SPEEDY,400,1,4000,55
AR11034294488397774849,ZACH FOR NEW YORK,100,3,3000,3
AR11038798088025145345,"WORKING ASSETS FUNDING SERVICE, INC.",6600,33,912000,896
AR11039677697327366145,BRUCE SKAUG FOR LEGISLATURE,300,1,5000,28
AR11040448454978437121,Gregg Hart for Assembly 2022,5300,2,275000,40
AR11042457262722383873,TRACY MITRANO FOR CONGRESS,5400,5,197000,370
AR11047805287279886337,MONTANA DEMOCRATIC CENTRAL COMMITTEE,8900,48,949000,2532
AR11052308886907256833,"STUDIO MUNDI, INC.",3000,1,45000,10
AR11053279755674583041,Ground Game LA,100,3,3000,24
AR11053299546883883009,CITIZENS FOR HARRY HE,3300,1,25000,10
AR11056812486534627329,SEAN PERRYMAN FOR VIRGINIA,18400,105,245000,4407
AR11060471661231865857,1863 PAC LTD,16600,8,5050000,40
AR11061316086161997825,JAC ADVERTISING CONSULTANTS LLC,100,1,1000,3
AR11063567885975683073,MIA FOR SOUTH CAROLINA,5700,10,12000,181
AR11065819685789368321,DESI FOR CONGRESS,500,11,11000,41
AR11066810345765994497,PACRONYM,34200,130,1261000,3508
AR11078486059741347841,"REFORM AUSTIN, INC.",64500,275,17108000,3163
AR11079330484671479809,RYAN SHROUDER FOR COOPER CITY COMMISSIONER,23800,11,1870000,182
AR11083834084298850305,ANN WAGNER FOR CONGRESS,104200,13,3382000,145
AR11091298668739821569,CITIZENS FOR DAVE HEINE,200,1,2000,22
AR11096500458250829825,JESSICA HARRINGTON CAMPAIGN,20800,20,1669000,331
AR11097344883180961793,CARTER 2020,2500,4,96000,113
AR11099596682994647041,REYNOSO FOR BROOKLYN,2500,1,30000,44
AR11100971072529367041,FRIENDS OF TARIK KHAN,3800,6,331000,131
AR11105507657505570817,Irvin For Illinois,581300,49,15898000,281
AR11106352082435702785,PALZEWICZ FOR WISCONSIN,14200,25,713000,132
AR11110855682063073281,TED HILL 4 IDAHO CAMPAIGN,5900,9,580000,115
AR11114514856760311809,"Utahns for Responsive Government, d/b/a Better Boundaries",300,2,4000,16
AR11118539344195878913,NARAL PRO-CHOICE AMERICA PAC,50100,5,4075000,51
AR11119862881317814273,MINNESOTANS FOR JUSTICE PAUL THISSEN,32700,163,20098000,7067
AR11120209227480563713,Georgia Democratic Party,14400,1,900000,6
AR11122042113364066305,Giglio for Congress,9900,11,728000,227
AR11124366480945184769,NY FOR KALLOS,6200,2,44000,16
AR11126827187968147457,MIKE OLCOTT CAMPAIGN,12500,9,1767000,176
AR11128870080572555265,EDUARDO BRODSKY CAMPAIGN,5200,1,60000,46
AR11129372832264355841,BRENDA MCKENNA,3100,5,89000,62
AR11132529255269793793,FRIENDS FOR PARAS,6900,5,1318000,259
AR11133373680199925761,RYAN WELD COMMITTEE TO ELECT,7200,373,1180000,6619
AR11135625480013611009,RAYMOND LOPEZ,8400,14,3000000,99
AR11137877279827296257,JAY OBERNOLTE FOR CONGRESS 2020,17900,9,720000,644
AR11138242592565624833,Perry Johnson for Governor,25100,12,1717000,173
AR11142380879454666753,VAN NESS CREATIVE STRATEGIES LLC,14400,125,1420000,621
AR11146884479082037249,SOLOMON RAJPUT FOR CONGRESS,6500,1,400000,24
AR11151388078709407745,REP. TOM MALINOWSKI - U.S. HOUSE OF REPRESENTATIVES,16100,12,633000,1069
AR11155891678336778241,SARAH FOR GOVERNOR,31800,20,552000,894
AR11168558052288757761,"CHTFA, INC.",24400,5,1455000,144
AR11169402477218889729,SARAH DAVIS CAMPAIGN,6300,5,124000,210
AR11171654277032574977,RYAN DERKS,8400,41,2381000,273
AR11174896736822886401,CITIZENS FOR PAUL DAIGLE,200,9,10000,105
AR11178774989211959297,DREW FERGUSON FOR CONGRESS INC.,8000,17,31000,1863
AR11179400336450256897,WEBBER FOR CONGRESS,11600,13,149000,518
AR11186572450798239745,JOHNNY KHAMIS - INDEPENDENT FOR STATE SENATE DISTRICT 15 2020,500,3,4000,66
AR11187416875728371713,AMERICAN CHEMISTRY COUNCIL,104700,12,3700000,128
AR11188407535704997889,TARKANIAN FOR CONGRESS,2600,6,28000,420
AR11196424074983112705,"DESIGN MASTER ASSOCIATES, INC.",5100,1,200000,39
AR11197414734959738881,CHANGE PAC,9600,8,61000,197
AR11202418887255654401,JAY COLLINS FOR CONGRESS,3200,2,4000,69
AR11204586849307721729,LORIE ZAPF FOR COUNCIL 2018,1100,5,211000,204
AR11205431274237853697,MALIA VELLA FOR ALAMEDA CITY,500,14,228000,111
AR11205959039819186177,DAVID OKEEFE COMMITTEE TO ELECT COUNTY COMMISSIONER,300,1,4000,18
AR11209934873865224193,SECUREAMERICANOW.ORG,5100,6,301000,18
AR11210652305202348033,OSBORNE FOR ARIZONA SENATE,1300,3,7000,39
AR11214438473492594689,KIMFORCONGRESS,23100,35,791000,1419
AR11222601247817203713,JENNIFER WEBB CAMPAIGN,7100,1,300000,27
AR11223445672747335681,COMMITTEE TO ELECT TOM BRACKEN,800,3,244000,70
AR11224436332723961857,SHELBIE BOSTEDT,15800,113,1339000,1680
AR11227949272374706177,JOSH GOTTHEIMER FOR CONGRESS,149300,59,9274000,1839
AR11230165887816302593,DEMPSEY FOR COLORADO,400,2,2000,16
AR11232452872002076673,JAMES PETERS FOR CONGRESS,1000,2,36000,60
AR11236956471629447169,STOP AB 650,100,10,10000,73
AR11240615646326685697,FEDERATION OF AMERICAN HOSPITALS PAC,5000,10,149000,118
AR11244214622762303489,GRIER HOPKINS,1100,6,12000,134
AR11245219576390090753,SUKEN SHAH,6600,7,96000,194
AR11245963670884188161,"MARSY'S LAW FOR KENTUCKY, LLC",115100,45,8901000,1133
AR11259474469766299649,"YES ON A, SAN FRANCISCO HEALTH AND RECOVERY BOND",5700,1,35000,47
AR11261726269579984897,FRIENDS OF REGINALD BOLDING,7400,3,11000,954
AR11265849987939958785,DEMOCRATIC COLORADO,22500,4,147000,39
AR11267721081852526593,THE PAT MCCRORY COMMITTEE,18700,25,813000,2366
AR11268481669021040641,BETH FOR CONGRESS,1900,12,198000,497
AR11271098781573054465,Wild Montana,6600,24,397000,351
AR11272985268648411137,SOLORIO FOR CONGRESS,200,17,107000,104
AR11276644443345649665,ERIC ROUSE FOR US CONGRESS,6000,14,107000,371
AR11281992467903152129,PALM BEACH KENNEL CLUB,5100,1,35000,7
AR11283621119501795329,FRIENDS OF DEVLIN,33600,24,2565000,516
AR11286496067530522625,PERPETUAL MARKET INC.,5100,12,29000,294
AR11288124719129165825,JUSTICE JANE BLAND CAMPAIGN,19400,4,1195000,179
AR11290999667157893121,MOE DAVIS FOR CONGRESS,28800,8,409000,424
AR11294658841855131649,AMERICAN COLLEGE OF RADIOLOGY ASSOCIATION PAC,45000,6,2207000,26
AR11295503266785263617,KAREN CARTER PETERSON FOR CONGRESS,1800,4,12000,56
AR11300351013552128001,Lindsey Horvath for Supervisor 2022,16100,9,77000,151
AR11304510466040004609,WILL DISMUKES FOR CONGRESS,400,2,3000,47
AR11304962365319020545,CITIZENS FIGHTING FOR OUR COMMUNITIES,2500,1,350000,19
AR11308169640737243137,"LINCOLN STRATEGY GROUP, LLC",13400,1,35000,278
AR11313517665294745601,AMY KENNEDY FOR CONGRESS,47400,6,1850000,332
AR11318021264922116097,TEXAS WATCH,600,3,17000,13
AR11319011924898742273,KOVACS FOR CONGRESS,6100,5,23000,230
AR11323515524526112769,PROGRESS NC ACTION IE PAC,15800,85,212000,1511
AR11330687638874095617,FRIENDS OF KWAME RAOUL,15900,3,375000,28
AR11331532063804227585,COMMITTEE TO ELECT KENDRA CLEARY,5500,25,814000,153
AR11333783863617912833,REP. KELLY ARMSTRONG - U.S. HOUSE OF REPRESENTATIVES,9700,92,180000,4301
AR11335275076263084033,ANNA ESHOO FOR CONGRESS,11200,9,40000,453
AR11336035663431598081,JEN2020,11200,83,3048000,854
AR11339378178780037121,Jonathan Chavez,500,1,30000,26
AR11339778675890454529,John Roberts for Congress,500,3,16000,84
AR11340539263058968577,PIVOT MEDIA GROUP LLC,54300,320,56464000,7616
AR11344282275517825025,"AUDREY HENSON FOR CONGRESS, INC.",5500,3,14000,78
AR11345042862686339073,CITIZENS FOR POLK EDUCATION,1600,1,125000,6
AR11348385378034778113,WILLIE FOR TEXAS,1100,1,4000,12
AR11348702037383577601,MONTANA NATIVE VOTE,500,2,90000,14
AR11349546462313709569,PROTECT OHIO VALUES PAC (POV PAC),640900,35,51825000,1996
AR11351200127801884673,CLAUDIA TENNEY FOR CONGRESS,10200,10,171000,844
AR11354050061941080065,"THE COMMUNICATIONS GROUP, INC.",211100,38,35406000,1321
AR11357793074399936513,"LEORA LEVY FOR U.S. SENATE, INC.",10600,10,861000,485
AR11358553661568450561,AMANDA EDWARDS FOR TEXAS,7800,22,38000,264
AR11362296674027307009,VIRGIN ISLANDS FOR PLASKETT,5000,2,13000,71
AR11366716435893059585,U.S. Term Limits,166700,115,21341000,2042
AR11367560860823191553,ELECT ZACH HUDSON,1500,6,6000,105
AR11376933372816261121,"Team Herschel, Inc.",333500,326,2716000,24304
AR11377558720054558721,DEBBIE FOR CONGRESS,28200,13,1226000,189
AR11384730834402541569,BENNET FOR COLORADO,76700,85,1834000,2728
AR11385575259332673537,"THE FARM IN POWAY, COMMITTEE MAJOR FUNDING FROM KEVIN MCNAMARA AND DAVID SANTISTEVAN",16300,16,1772000,479
AR11387203910931316737,AFSCME SPECIAL ACCOUNT,361300,41,16895000,454
AR11398106393354436609,Friends of Rich Walsh,3600,85,319000,1121
AR11399086058214785025,FRIENDS OF JIM BERNARD,3100,6,447000,80
AR11403589657842155521,HONG FOR STATE HOUSE,700,2,4000,84
AR11408093257469526017,NICHOLAS X DURAN FLORIDA HOUSE REPRESENTATIVE CANDIDATE,14200,3,806000,69
AR11412596857096896513,EQUISLABS,6900,25,437000,151
AR11414225508695539713,"HANDEL FOR CONGRESS, INC.",190800,70,7085000,1436
AR11417100456724267009,AMERICAN PROMISE INC,7300,2,935000,31
AR11420759631421505537,CATHERINE MEGHAN MILLER,6500,124,679000,2255
AR11421604056351637505,JOSH FOR STATE REPRESENTATIVE,1300,5,123000,68
AR11422463874444558337,Jim Cooper for Sheriff 2022,23900,2,2950000,86
AR11426107655979008001,DFL HOUSE CAUCUS,252300,1075,5587000,16671
AR11435114855233748993,KATHY LANDING FOR CONGRESS,700,46,69000,760
AR11438774029930987521,VILLALBA FOR DALLAS,100,1,1000,4
